id;kliendigrupp
MA-047;ettevõte
EKEI-001;ettevõte
JUM-022;ettevõte
VTA-044;ettevõte
MA-051;ettevõte
RM-001;ettevõte
ARCH-006;ettevõte
TJA-071;ettevõte
HTM-008;ettevõte
SKA-009;ettevõte
KA-006;ettevõte
STAT-014;ettevõte
EAM-007;ettevõte
PIIM-001;ettevõte
VTA-009;ettevõte
AKI-003;ettevõte
LA-020;ettevõte
AKI-010;ettevõte
TJA-039;ettevõte
STAT-020;ettevõte
KKA-026;ettevõte
TJA-050;ettevõte
TMV-021;ettevõte
KI-002;ettevõte
JUM-033;ettevõte
RIA-012;ettevõte
AHHA-002;ettevõte
MA-036;ettevõte
AKI-014;ettevõte
TJA-082;ettevõte
SKA-016;ettevõte
MA-043;ettevõte
TJA-017;ettevõte
mta-009;ettevõte
RA-005;ettevõte
KURG-006;ettevõte
VTA-023;ettevõte
JUM-012;ettevõte
MKM-031;ettevõte
VTA-050;ettevõte
MAAI-005;ettevõte
TJA-061;ettevõte
KKA-012;ettevõte
RM-005;ettevõte
RIA-026;ettevõte
SPOR-002;ettevõte
MA-039;ettevõte
EPA-010;ettevõte
MA-014;ettevõte
SKA-027;ettevõte
LA-010;ettevõte
TJA-029;ettevõte
TMV-008;ettevõte
RA-016;ettevõte
JUM-016;ettevõte
VTA-034;ettevõte
KKA-017;ettevõte
JUM-004;ettevõte
JUM-023;ettevõte
VTA-045;ettevõte
EPM-013;ettevõte
RM-003;ettevõte
ARCH-007;ettevõte
TJA-072;ettevõte
HTM-009;ettevõte
AGRI-001;ettevõte
KA-007;ettevõte
STAT-015;ettevõte
EAM-008;ettevõte
PIIM-002;ettevõte
VTA-010;ettevõte
AKI-004;ettevõte
LA-022;ettevõte
AKI-011;ettevõte
TJA-040;ettevõte
STAT-021;ettevõte
KKA-027;ettevõte
TJA-051;ettevõte
TMV-022;ettevõte
KI-004;ettevõte
JUM-034;ettevõte
RIA-013;ettevõte
AHHA-003;ettevõte
LA-024;ettevõte
EPA-007;ettevõte
TJA-083;ettevõte
SKA-017;ettevõte
MFA-003;ettevõte
TJA-018;ettevõte
mta-010;ettevõte
RA-006;ettevõte
RM-011;ettevõte
VTA-024;ettevõte
VTA-060;ettevõte
MKM-032;ettevõte
RIA-032;ettevõte
MAAI-006;ettevõte
TJA-062;ettevõte
KKA-033;ettevõte
RM-006;ettevõte
RIA-028;ettevõte
SPOR-003;ettevõte
RKUL-001;ettevõte
EPA-011;ettevõte
MA-018;ettevõte
SKA-028;ettevõte
LA-011;ettevõte
TJA-030;ettevõte
TMV-009;ettevõte
RA-017;ettevõte
PRIA-004;ettevõte
VTA-035;ettevõte
MA-048;ettevõte
JUM-005;ettevõte
JUM-024;ettevõte
VTA-046;ettevõte
EPM-014;ettevõte
RES-201;ettevõte
ARCH-008;ettevõte
TJA-073;ettevõte
HTM-010;ettevõte
AGRI-002;ettevõte
KA-008;ettevõte
VTA-056;ettevõte
EAM-009;ettevõte
KURG-001;ettevõte
VTA-012;ettevõte
KL-001;ettevõte
MKM-001;ettevõte
AKI-012;ettevõte
TJA-041;ettevõte
STAT-022;ettevõte
MKM-033;ettevõte
KKA-028;ettevõte
TJA-052;ettevõte
TMV-023;ettevõte
STAT-006;ettevõte
JUM-035;ettevõte
RIA-014;ettevõte
AHHA-004;ettevõte
LA-025;ettevõte
AKI-015;ettevõte
TJA-084;ettevõte
SKA-018;ettevõte
MFA-004;ettevõte
TJA-019;ettevõte
mta-011;ettevõte
RA-007;ettevõte
KURG-007;ettevõte
VTA-025;ettevõte
EPM-001;ettevõte
RIA-033;ettevõte
EPA-003;ettevõte
TJA-063;ettevõte
MA-044;ettevõte
SKA-001;ettevõte
RIA-029;ettevõte
PMK-002;ettevõte
RKUL-002;ettevõte
EPA-012;ettevõte
MA-019;ettevõte
SKA-029;ettevõte
LA-012;ettevõte
TJA-031;ettevõte
TMV-010;ettevõte
KKA-001;ettevõte
VET-009;ettevõte
VTA-036;ettevõte
KKA-018;ettevõte
MA-040;ettevõte
JUM-025;ettevõte
VTA-047;ettevõte
RES-101;ettevõte
STAT-001;ettevõte
ARCH-009;ettevõte
TJA-074;ettevõte
HTM-011;ettevõte
AGRI-003;ettevõte
KA-009;ettevõte
TJA-008;ettevõte
mta-001;ettevõte
STAT-004;ettevõte
KURG-002;ettevõte
VTA-013;ettevõte
KL-002;ettevõte
MKM-049;ettevõte
AKI-013;ettevõte
TJA-042;ettevõte
STAT-023;ettevõte
MKM-034;ettevõte
KKA-029;ettevõte
TJA-053;ettevõte
TMV-024;ettevõte
STAT-007;ettevõte
RIA-036;ettevõte
RIA-015;ettevõte
AHHA-005;ettevõte
LA-026;ettevõte
VET-001;ettevõte
TJA-085;ettevõte
SKA-019;ettevõte
MFA-005;ettevõte
TJA-021;ettevõte
EPA-002;ettevõte
RA-008;ettevõte
KURG-008;ettevõte
VTA-026;ettevõte
MA-046;ettevõte
EPM-007;ettevõte
RIA-034;ettevõte
EKM-001;ettevõte
TJA-064;ettevõte
MA-045;ettevõte
SKA-002;ettevõte
RIA-030;ettevõte
RM-007;ettevõte
MFA-007;ettevõte
RKUL-003;ettevõte
ETKI-001;ettevõte
MA-038;ettevõte
SKA-030;ettevõte
LA-013;ettevõte
RM-008;ettevõte
TJA-032;ettevõte
TMV-011;ettevõte
KKA-002;ettevõte
PIIM-004;ettevõte
VTA-037;ettevõte
JUM-006;ettevõte
JUM-026;ettevõte
VTA-048;ettevõte
RES-601;ettevõte
STAT-002;ettevõte
ARCH-010;ettevõte
TJA-075;ettevõte
INNO-008;ettevõte
AGRI-004;ettevõte
TJA-010;ettevõte
mta-002;ettevõte
STAT-005;ettevõte
KURG-003;ettevõte
VTA-014;ettevõte
KL-003;ettevõte
MKM-046;ettevõte
KKA-019;ettevõte
TJA-043;ettevõte
TMV-014;ettevõte
MKM-035;ettevõte
KKA-030;ettevõte
TJA-054;ettevõte
KUM-001;ettevõte
STAT-008;ettevõte
ETKI-002;ettevõte
RIA-019;ettevõte
AHHA-006;ettevõte
LA-027;ettevõte
VET-002;ettevõte
TJA-086;ettevõte
SKA-020;ettevõte
MFA-006;ettevõte
KA-010;ettevõte
TJA-022;ettevõte
TMV-001;ettevõte
RA-009;ettevõte
KURG-009;ettevõte
VTA-027;ettevõte
EPM-002;ettevõte
VTA-038;ettevõte
EPM-008;ettevõte
RIA-035;ettevõte
EPA-004;ettevõte
TJA-065;ettevõte
INNO-001;ettevõte
SKA-003;ettevõte
RIA-031;ettevõte
SKA-010;ettevõte
RKUL-004;ettevõte
KEM-004;ettevõte
MA-025;ettevõte
SKA-031;ettevõte
LA-014;ettevõte
AKI-005;ettevõte
TJA-033;ettevõte
TMV-012;ettevõte
KKA-003;ettevõte
PRIA-005;ettevõte
RTK-005;ametnik
RTK-004;ametnik
RTK-003;ametnik
RTK-002;ametnik
PMA-004;ametnik
JUM-041;ametnik
EPA-015;ametnik
JUM-040;ametnik
JUM-039;ametnik
JUM-038;ametnik
EPA-014;ametnik
NLIB-007;ametnik
NLIB-006;ametnik
NLIB-005;ametnik
NLIB-004;ametnik
NLIB-003;ametnik
NLIB-002;ametnik
NLIB-001;ametnik
PMA-001;ametnik
INNO-021;ametnik
ELK-003;ametnik
INNO-020;ametnik
INNO-019;ametnik
ELK-002;ametnik
INNO-018;ametnik
INNO-017;ametnik
INNO-016;ametnik
SIM-003;ametnik
INNO-015;ametnik
SIM-002;ametnik
INNO-014;ametnik
INNO-013;ametnik
INNO-012;ametnik
INNO-011;ametnik
INNO-010;ametnik
ELK-001;ametnik
MA-059;ametnik
MA-058;ametnik
KEM-010;ametnik
KEM-009;ametnik
INNO-009;ametnik
KEM-008;ametnik
KEM-007;ametnik
EDT-004;ametnik
EDT-003;ametnik
EDT-002;ametnik
EDT-001;ametnik
MUIN-009;ametnik
MUIN-008;ametnik
MA-057;ametnik
MUIN-007;ametnik
MUIN-006;ametnik
MUIN-005;ametnik
MUIN-004;ametnik
MUIN-003;ametnik
MUIN-002;ametnik
MUIN-001;ametnik
SIM-001;ametnik
TMM-001;ametnik
MAA-015;ametnik
MAA-014;ametnik
ETAG-011;ametnik
ETAG-010;ametnik
ETAG-009;ametnik
ETAG-008;ametnik
ETAG-007;ametnik
MAA-013;ametnik
MAA-012;ametnik
MAA-011;ametnik
MAA-010;ametnik
MAA-009;ametnik
CONC-001;ametnik
MAA-008;ametnik
MAA-007;ametnik
MAA-006;ametnik
MAA-005;ametnik
MAA-004;ametnik
MAA-003;ametnik
ETAG-006;ametnik
MAA-002;ametnik
MAA-001;ametnik
ETAG-005;ametnik
ETAG-004;ametnik
ETAG-003;ametnik
ETAG-002;ametnik
ETAG-001;ametnik
RKUL-008;ametnik
RKUL-007;ametnik
PMK-004;ametnik
PRIA-011;ametnik
PRIA-010;ametnik
PRIA-009;ametnik
PRIA-008;ametnik
VET-012;ametnik
VET-011;ametnik
VET-010;ametnik
KUTS-005;ametnik
KUTS-004;ametnik
KUTS-003;ametnik
KUTS-002;ametnik
KUTS-001;ametnik
JUM-007;ametnik
JUM-027;ametnik
VTA-049;ametnik
EPM-015;ametnik
RM-004;ametnik
ARCH-011;ametnik
TJA-076;ametnik
HTM-013;ametnik
AGRI-005;ametnik
TJA-011;ametnik
mta-003;ametnik
RKUL-005;ametnik
VET-007;ametnik
VTA-015;ametnik
KAM-001;ametnik
MKM-017;ametnik
KKA-020;ametnik
TJA-044;ametnik
TMV-015;ametnik
MKM-036;ametnik
KKA-031;ametnik
TJA-055;ametnik
KKA-006;ametnik
STAT-009;ametnik
MESA-001;ametnik
RIA-020;ametnik
AHHA-007;ametnik
STAT-003;ametnik
VET-003;ametnik
TJA-087;ametnik
SKA-021;ametnik
KA-011;ametnik
TJA-023;ametnik
TMV-002;ametnik
RA-010;ametnik
PRIA-002;ametnik
VTA-028;ametnik
KKA-014;ametnik
PRIA-006;ametnik
VTA-039;ametnik
EPM-011;ametnik
MIL-001;ametnik
ARCH-001;ametnik
TJA-066;ametnik
INNO-002;ametnik
SKA-004;ametnik
KA-001;ametnik
MFA-008;ametnik
EAM-001;ametnik
VET-005;ametnik
MA-028;ametnik
SKA-032;ametnik
LA-015;ametnik
RM-009;ametnik
TJA-034;ametnik
TMV-013;ametnik
KKA-004;ametnik
TMV-016;ametnik
JUM-008;ametnik
JUM-028;ametnik
RIA-007;ametnik
EPM-016;ametnik
VTA-051;ametnik
PMK-003;ametnik
TJA-077;ametnik
SKA-011;ametnik
AGRI-006;ametnik
TJA-012;ametnik
mta-004;ametnik
RKUL-006;ametnik
RM-010;ametnik
VTA-016;ametnik
VTA-058;ametnik
MKM-006;ametnik
KKA-021;ametnik
TJA-045;ametnik
MKM-037;ametnik
KKA-032;ametnik
TJA-056;ametnik
KKA-007;ametnik
STAT-010;ametnik
PIIM-005;ametnik
RIA-021;ametnik
AHHA-008;ametnik
VTA-053;ametnik
EKM-002;ametnik
TKA-006;ametnik
SKA-022;ametnik
LA-002;ametnik
TJA-024;ametnik
TMV-003;ametnik
RA-011;ametnik
KEM-006;ametnik
VTA-029;ametnik
EPM-003;ametnik
JUM-018;ametnik
VTA-040;ametnik
EPM-012;ametnik
MIL-002;ametnik
ARCH-003;ametnik
TJA-067;ametnik
INNO-003;ametnik
SKA-005;ametnik
KA-002;ametnik
MFA-009;ametnik
EAM-002;ametnik
KEM-005;ametnik
MA-033;ametnik
SKA-033;ametnik
LA-016;ametnik
AKI-006;ametnik
TJA-035;ametnik
STAT-016;ametnik
KKA-005;ametnik
TJA-046;ametnik
TMV-017;ametnik
MA-041;ametnik
JUM-029;ametnik
RIA-008;ametnik
AHHA-001;ametnik
VTA-052;ametnik
MA-052;ametnik
TJA-078;ametnik
SKA-012;ametnik
AGRI-007;ametnik
TJA-013;ametnik
mta-005;ametnik
RA-001;ametnik
PIIM-003;ametnik
VTA-018;ametnik
VTA-059;ametnik
MKM-007;ametnik
KKA-022;ametnik
MKM-038;ametnik
MAAI-001;ametnik
TJA-057;ametnik
KKA-008;ametnik
STAT-011;ametnik
RIA-022;ametnik
KEM-003;ametnik
VTA-054;ametnik
VET-004;ametnik
MA-006;ametnik
SKA-023;ametnik
LA-003;ametnik
TJA-025;ametnik
TMV-004;ametnik
RA-012;ametnik
AKI-016;ametnik
VTA-030;ametnik
EPM-004;ametnik
JUM-019;ametnik
VTA-041;ametnik
PMK-001;ametnik
LA-023;ametnik
ARCH-004;ametnik
TJA-068;ametnik
INNO-004;ametnik
SKA-006;ametnik
KA-003;ametnik
MFA-010;ametnik
EAM-003;ametnik
VET-006;ametnik
VTA-005;ametnik
SKA-034;ametnik
LA-017;ametnik
AKI-007;ametnik
TJA-036;ametnik
STAT-017;ametnik
JUM-001;ametnik
KKA-023;ametnik
TJA-047;ametnik
TMV-018;ametnik
ENTK-001;ametnik
JUM-030;ametnik
RIA-009;ametnik
KUM-002;ametnik
EMK-001;ametnik
MA-053;ametnik
TJA-079;ametnik
SKA-013;ametnik
MFA-001;ametnik
TJA-014;ametnik
mta-006;ametnik
RA-002;ametnik
VET-008;ametnik
VTA-019;ametnik
JUM-009;ametnik
MKM-044;ametnik
MKM-039;ametnik
MAAI-002;ametnik
TJA-058;ametnik
KKA-009;ametnik
KI-005;ametnik
RIA-023;ametnik
KUM-003;ametnik
VTA-055;ametnik
EKM-003;ametnik
MA-007;ametnik
SKA-024;ametnik
LA-005;ametnik
TJA-026;ametnik
TMV-005;ametnik
RA-013;ametnik
JUM-014;ametnik
VET-022;ametnik
VET-020;ametnik
VET-018;ametnik
VET-017;ametnik
VET-016;ametnik
AKI-017;ametnik
VET-015;ametnik
PRIA-162;ametnik
PRIA-161;ametnik
VET-014;ametnik
RAVI-046;ametnik
RAVI-045;ametnik
RAVI-044;ametnik
RAVI-043;ametnik
RAVI-041;ametnik
RAVI-040;ametnik
RAVI-039;ametnik
RAVI-038;ametnik
RAVI-037;ametnik
RAVI-036;ametnik
RAVI-035;ametnik
RAVI-034;ametnik
RAVI-029;ettevõte
RAVI-028;ettevõte
RAVI-027;ettevõte
RAVI-026;ettevõte
RAVI-025;ettevõte
RAVI-024;ettevõte
RAVI-023;ettevõte
RAVI-022;ettevõte
RAVI-021;ettevõte
VET-013;ettevõte
TA-002;ettevõte
TA-001;ettevõte
AKK-009;ettevõte
AKK-008;ettevõte
AKK-007;ettevõte
AKK-006;ettevõte
AKK-005;ettevõte
AKK-004;ettevõte
TERV-010;ettevõte
AKK-003;ettevõte
TERV-009;ettevõte
AKK-002;ettevõte
TERV-008;ettevõte
TERV-007;ettevõte
TERV-006;ettevõte
TERV-004;ettevõte
AKK-001;ettevõte
TERV-003;ettevõte
JUM-057;ettevõte
RES-203;ettevõte
